,aid,date,event,gender,gradeLevel,meet,result,state
3444,4009706,2012-Mar-22,1600 Meters,m,7th Grade,Reed @ Windsor MS,6:36.0h,CO
3445,4009706,2012-Apr-18,Long Jump,m,7th Grade,"Severance @ Reed 6th, 7th, & 8th",11' 8,CO
3446,4009706,2012-Apr-25,Long Jump,m,7th Grade,Ball @ Reed,12' 2,CO
3447,8479248,2018-May-2,100 Meters,m,12th Grade,Blue Hen Conference Championship,11.85SR,DE
3448,8479248,2018-May-2,200 Meters,m,12th Grade,Blue Hen Conference Championship,23.55,DE
3449,8479248,2018-May-12,200 Meters,m,12th Grade,New Castle County Championships,23.28 (.0,DE
3450,8479248,1201-Dec-23,55 Meter Dash,m,12th Grade,Ursinus HS Open,6.91,DE
3451,8479248,1201-Jan-7,55 Meter Dash,m,12th Grade,N5CTA Invitational,7.10,DE
3452,8479248,1201-Jan-14,55 Meter Dash,m,12th Grade,Bears HS Invitational,6.89,DE
3453,8479248,1201-Jan-20,55 Meter Dash,m,12th Grade,Douglas W. Wesner Memorial Invitational,6.91,DE
3454,8479248,1201-Jan-28,55 Meter Dash,m,12th Grade,Ocean Breeze Invitational,7.00,DE
3455,8479248,1201-Jan-14,200 Meters,m,12th Grade,Bears HS Invitational,24.17,DE
3456,8479248,1201-Jan-20,200 Meters,m,12th Grade,Douglas W. Wesner Memorial Invitational,23.79,DE
3457,8479248,1201-Jan-28,200 Meters,m,12th Grade,Ocean Breeze Invitational,24.11,DE
3458,8479248,1201-Feb-3,200 Meters,m,12th Grade,DIAA Indoor State Track & Field Championships,23.80,DE
3459,8479248,1201-Dec-23,400 Meters,m,12th Grade,Ursinus HS Open,56.72,DE
3460,8479248,1201-Jan-7,400 Meters,m,12th Grade,N5CTA Invitational,58.82,DE
3461,8479248,2017-May-6,100 Meters,m,11th Grade,Tiger Indv Event Invitational,11.73,DE
3462,8479248,2017-May-12,100 Meters,m,11th Grade,New Castle County Championships,11.48 (.7,DE
3463,8479248,2017-May-20,100 Meters,m,11th Grade,DIAA 2A State Championships,11.69 (-1.9),DE
3464,8479248,2017-May-6,200 Meters,m,11th Grade,Tiger Indv Event Invitational,23.41SR,DE
3465,8479248,2017-May-6,Long Jump,m,11th Grade,Tiger Indv Event Invitational,18' 6,DE
3466,8479248,2017-May-12,Long Jump,m,11th Grade,New Castle County Championships,19' 0 (-.4,DE
3467,8479248,1201-Jan-17,55 Meter Dash,m,10th Grade,Bears HS Invitational,7.03SR,DE
3468,8479248,1201-Jan-17,200 Meters,m,10th Grade,Bears HS Invitational,24.07SR,DE
3469,8479248,1201-Jan-9,300 Meters,m,10th Grade,Freedom Games,39.88,DE
3470,8479248,2015-May-9,200 Meters,m,9th Grade,New Castle County Championships,23.81 (.2)SR,DE
3471,12182250,2017-Apr-28,400 Meters,m,8th Grade,Ariel Invitational (Middle School),1:11.45,OH
3472,2361585,2013-May-23,Pole Vault,m,12th Grade,IHSAA Regional,NH,IN
3473,2361585,2012-May-11,Pole Vault,m,11th Grade,Hoosier Conference,11' 6,IN
3474,2361585,2012-May-17,Pole Vault,m,11th Grade,IHSAA Sectional (Boys) ,12' 0,IN
3475,2361585,1201-Mar-8,Pole Vault,m,11th Grade,Hoosier State Relays,10' 6,IN
3476,2361585,2011-May-13,Pole Vault,m,10th Grade,Hoosier Conference,10' 6SR,IN
3477,2361585,2011-May-19,Pole Vault,m,10th Grade,IHSAA Sectional-Rensselaer,10' 0,IN
3478,9090550,2017-Apr-8,SMR 1600m,f,10th Grade,"Green Dragon RelaysAnnaleise Harvey, Jordin Wright, Thamar Popotte, Lellani Bridgewater",5:43.52,NY
3479,9090550,1201-Dec-3,1000 Meters,f,10th Grade,Section 1 Season Opener,4:11.65,NY
3480,9090550,2016-Apr-19,200 Meters,f,9th Grade,Section 1 League 1B Champs ,36.54c,NY
3481,9090550,2016-Apr-19,400 Meters,f,9th Grade,Section 1 League 1B Champs ,1:17.54c,NY
3482,9090550,1201-Jan-5,600 Meters,f,9th Grade, Section 1 Dendy Invitational,2:16.2h,NY
3483,7652591,1201-Dec-20,300 Meters,f,12th Grade,ECC Developmental Session 2,1:01.47,CT
3484,7652591,1201-Jan-10,300 Meters,f,12th Grade,Elm City Coaches Invite,56.04,CT
3485,7652591,1201-Dec-20,600 Meters,f,12th Grade,ECC Developmental Session 2,2:40.68,CT
3486,10818862,1201-Jan-7,45 Meter Dash,m,9th Grade,FCIAC Qualifying Meet #2W,6.71,CT
3487,10818862,1201-Jan-21,50 Meter Dash,m,9th Grade,FCIAC Qualifying Meet #4S,7.07,CT
3488,10818862,1201-Jan-7,600 Meters,m,9th Grade,FCIAC Qualifying Meet #2W,1:45.88,CT
3489,10818862,1201-Jan-14,High Jump,m,9th Grade,FCIAC Qualifying Meet #3S,NH,CT
3490,10818862,1201-Jan-14,Long Jump,m,9th Grade,FCIAC Qualifying Meet #3S,14' 10.75,CT
3491,7781769,2016-Mar-17,800 Meters,m,10th Grade,Marshfield Icebreaker,2:26.64,OR
3492,7781769,2016-Mar-29,800 Meters,m,10th Grade,Glide Small Schools,2:28.24,OR
3493,7781769,2016-Apr-2,800 Meters,m,10th Grade,Petersen Memorial Invitational,2:28.2h,OR
3494,7781769,2016-Apr-9,800 Meters,m,10th Grade,Maynard Mai/glide Invitational,2:20.10,OR
3495,7781769,2016-Apr-20,800 Meters,m,10th Grade,Mountain Valley Conference Meet,2:25.24,OR
3496,7781769,2016-Apr-28,800 Meters,m,10th Grade,"Oakridge, Harrisburg & Glide @ PHill",2:33.5h,OR
3497,7781769,2016-May-4,800 Meters,m,10th Grade,Mountain Valley League Meet,2:23.66,OR
3498,7781769,2016-May-14,800 Meters,m,10th Grade,3A-4 Mountain Valley District Day 2,2:25.2h,OR
3499,7781769,2016-Apr-2,1500 Meters,m,10th Grade,Petersen Memorial Invitational,5:24.1h,OR
3500,7781769,2016-Apr-28,1500 Meters,m,10th Grade,"Oakridge, Harrisburg & Glide @ PHill",5:19.3h,OR
3501,7781769,2016-May-14,1500 Meters,m,10th Grade,3A-4 Mountain Valley District Day 2,5:02.7h,OR
3502,7781769,2016-Apr-9,3000 Meters,m,10th Grade,Maynard Mai/glide Invitational,11:48.11,OR
3503,7781769,2016-Apr-20,3000 Meters,m,10th Grade,Mountain Valley Conference Meet,11:55.50,OR
3504,7781769,2016-Apr-29,3000 Meters,m,10th Grade,South Umpqua Twilight,11:01.28,OR
3505,7781769,2015-Apr-11,200 Meters,m,9th Grade,Maynard Mai/Glide Invitational,29.41,OR
3506,7781769,2015-Apr-3,400 Meters,m,9th Grade,Coquille Twilight Meet,1:05.53,OR
3507,7781769,2015-Apr-11,400 Meters,m,9th Grade,Maynard Mai/Glide Invitational,1:06.38,OR
3508,7781769,2015-Apr-16,800 Meters,m,9th Grade,Mt. Valley League meet 3A,2:37.7h,OR
3509,7781769,2015-Apr-22,800 Meters,m,9th Grade,League Meet - Mountain Valley,NT,OR
3510,7781769,2015-May-7,800 Meters,m,9th Grade,Mt.Valley League @ La Pine,2:31.19,OR
3511,7781769,2015-May-16,800 Meters,m,9th Grade,3A-4 Mountain Valley District Day 2,2:22.28SR,OR
3512,7781769,2015-Mar-31,1500 Meters,m,9th Grade,Glide Small Schools,5:29.8h,OR
3513,7781769,2015-Apr-16,1500 Meters,m,9th Grade,Mt. Valley League meet 3A,NT,OR
3514,7781769,2015-Apr-24,1500 Meters,m,9th Grade,South Umpqua Twilight,5:26.42SR,OR
3515,7781769,2015-Apr-30,1500 Meters,m,9th Grade,"Mt. Valley P Hill,Glide,Coquile",5:36.7h,OR
3516,7781769,2015-Apr-3,3000 Meters,m,9th Grade,Coquille Twilight Meet,11:47.17SR,OR
3517,7781769,2015-Apr-22,3000 Meters,m,9th Grade,League Meet - Mountain Valley,NT,OR
3518,7781769,2015-Apr-30,3000 Meters,m,9th Grade,"Mt. Valley P Hill,Glide,Coquile",NT,OR
3519,7781769,2015-May-7,3000 Meters,m,9th Grade,Mt.Valley League @ La Pine,11:59.97,OR
3520,7781769,2014-May-7,200 Meters,m,8th Grade,LFL @ Riddle,32.94c,OR
3521,7781769,2014-Apr-8,800 Meters,m,8th Grade,LFL @ Glide,2:43.6h,OR
3522,7781769,2014-Apr-15,800 Meters,m,8th Grade,LFL @ Glide,2:41.7h,OR
3523,7781769,2014-Apr-22,800 Meters,m,8th Grade,Lfl @ S.u.,2:38.8h,OR
3524,7781769,2014-Apr-29,800 Meters,m,8th Grade,LFL @ Glendale,2:46.2h,OR
3525,7781769,2014-May-7,800 Meters,m,8th Grade,LFL @ Riddle,2:45.1h,OR
3526,7781769,2014-May-13,800 Meters,m,8th Grade,LFL District,2:39.9h,OR
3527,7781769,2014-Apr-8,Long Jump,m,8th Grade,LFL @ Glide,10' 2,OR
3528,7781769,2014-Apr-15,Long Jump,m,8th Grade,LFL @ Glide,10' 11,OR
3529,7781769,2014-Apr-22,Long Jump,m,8th Grade,Lfl @ S.u.,11' 0.5,OR
3530,7781769,2014-Apr-29,Long Jump,m,8th Grade,LFL @ Glendale,11' 6,OR
3531,7781769,2014-May-7,Long Jump,m,8th Grade,LFL @ Riddle,11' 7,OR
3532,7781769,2014-May-13,Long Jump,m,8th Grade,LFL District,10' 1,OR
3533,7781769,2013-May-2,100 Meters,m,7th Grade,Riddle LFL,16.84c,OR
3534,7781769,2013-May-9,100 Meters,m,7th Grade,LFL District,16.14c,OR
3535,7781769,2013-May-2,200 Meters,m,7th Grade,Riddle LFL,37.14c,OR
3536,7781769,2013-May-9,200 Meters,m,7th Grade,LFL District,33.74cSR,OR
3537,9488120,2016-Apr-14,100 Meters,m,11th Grade,OK Red dual: Grandville @ East Kentwood,SCR,MI
3538,9488120,2016-Apr-19,100 Meters,m,11th Grade,OK Red: East Kentwood @ Rockford,12.84,MI
3539,9488120,2016-Apr-22,100 Meters,m,11th Grade,OK Red dual: East Kentwood @ Grand Haven,12.48,MI
3540,9488120,2016-Apr-26,100 Meters,m,11th Grade,OK Red: East Kentwood and West Ottawa @ Caledonia,12.65,MI
3541,9488120,2016-May-3,100 Meters,m,11th Grade,OK RED: East Kentwood @ Hudsonville,12.33,MI
3542,9488120,2016-Apr-14,200 Meters,m,11th Grade,OK Red dual: Grandville @ East Kentwood,SCR,MI
3543,9488120,2016-Apr-19,200 Meters,m,11th Grade,OK Red: East Kentwood @ Rockford,26.37,MI
3544,9488120,2016-Apr-22,200 Meters,m,11th Grade,OK Red dual: East Kentwood @ Grand Haven,25.51,MI
3545,9488120,2016-Apr-26,200 Meters,m,11th Grade,OK Red: East Kentwood and West Ottawa @ Caledonia,25.51,MI
3546,9488120,2016-May-3,200 Meters,m,11th Grade,OK RED: East Kentwood @ Hudsonville,25.63,MI
3547,9488120,2013-Apr-16,70 Meter Dash,m,8th Grade,Crestwood vs. Hudsonville,9.75,MI
3548,9488120,2013-Apr-29,70 Meter Dash,m,8th Grade,Crestwood vs. N. Rockford @ EKHS,9.64c,MI
3549,9488120,2013-Apr-16,200 Meters,m,8th Grade,Crestwood vs. Hudsonville,29.37,MI
3550,9488120,2013-Apr-29,200 Meters,m,8th Grade,Crestwood vs. N. Rockford @ EKHS,27.74c,MI
3551,9488120,2013-May-9,200 Meters,m,8th Grade,Pinewood vs. Byron Center and Crestwood,28.87,MI
3552,9488120,2013-May-15,200 Meters,m,8th Grade,MKO Boys Conference Meet,27.13,MI
3553,9488120,2013-May-20,200 Meters,m,8th Grade,Kentwood Tri-Meet,27.68,MI
3554,4129393,1201-Dec-1,300 Meters,f,?,Jim McKay Team Challenge Games,57.57,NY
3555,4129393,1201-Dec-21,300 Meters,f,?,PSAL Night at the Sprints,56.42SR,NY
3556,4129393,1201-Nov-23,1000 Meters,f,?,PSAL Pilgrim Games,4:22.20,NY
3557,4129393,1201-Dec-29,1000 Meters,f,?,PSAL Holiday Classic,4:02.24,NY
3558,4129393,1201-Dec-7,1500 Meters,f,?,PSAL Distance Night,6:59.72,NY
3559,4129393,2012-Mar-24,200 Meters,f,?,PSAL Season Opener,34.91,NY
3560,4129393,1201-Dec-3,300 Meters,f,?,PSAL Jim McKay Memorial Invitational,59.64,NY
3561,4129393,1201-Dec-23,300 Meters,f,?,PSAL Night of Sprints,56.50,NY
3562,4129393,1201-Feb-20,300 Meters,f,?,PSAL Queens Borough Championships,56.17,NY
3563,4129393,1201-Nov-27,600 Meters,f,?,PSAL Pilgrim Games,2:39.72,NY
3564,4129393,1201-Dec-28,1000 Meters,f,?,PSAL Holiday Classic,4:37.30SR,NY
3565,4129393,1201-Jan-16,SMR 1600m,f,?,"PSAL Martin Luther King RelaysYenisell Garcia, Sade Smalls, Waleska Tavarez, Gerandy Hernandez",5:44.41,NY
3566,7764322,2000-May-12,100 Meters,f,12th Grade,CIF-SS Division 1 Prelims,12.13,CA
3567,7764322,2000-May-12,"100m Hurdles - 33""",f,12th Grade,CIF-SS Division 1 Prelims,13.92,CA
3568,7764322,2000-May-12,"300m Hurdles - 30""",f,12th Grade,CIF-SS Division 1 Prelims,43.21,CA
3569,7142720,2015-May-21,200 Meters,m,12th Grade,	Patroon Conference Championships,23.37,NY
3570,7142720,2015-May-21,400 Meters,m,12th Grade,	Patroon Conference Championships,50.67,NY
3571,7142720,2015-May-29,400 Meters,m,12th Grade,NYSPHSAA Section II Group 4 Championship,51.33,NY
3572,7142720,2015-Jun-5,400 Meters,m,12th Grade,NYSPHSAA Section II State Qualifier,51.57,NY
3573,7142720,2015-May-16,Triple Jump,m,12th Grade,Eddy Meet,41' 8.5,NY
3574,7142720,2015-May-21,Triple Jump,m,12th Grade,	Patroon Conference Championships,41' 5.75,NY
3575,7142720,2015-May-29,Triple Jump,m,12th Grade,NYSPHSAA Section II Group 4 Championship,41' 1,NY
3576,7142720,1201-Feb-14,300 Meters,m,12th Grade,Independent League Championships,39.45,NY
3577,7142720,1201-Feb-14,600 Meters,m,12th Grade,Independent League Championships,1:38.29,NY
3578,7142720,1201-Feb-22,600 Meters,m,12th Grade,NYSPHSAA Section 2 D4 Championships,1:28.87,NY
3579,7142720,1201-Feb-28,600 Meters,m,12th Grade,NYSPHSAA Section 2 State Qualifiers,1:28.17,NY
3580,7142720,1201-Dec-14,Shot Put - 12lb,m,12th Grade,Section 2 League Meet #1F,36' 6,NY
3581,7142720,2014-May-20,400 Meters,m,11th Grade,Section II Gr.4 Sectional Championships,52.34,NY
3582,7142720,2014-May-30,400 Meters,m,11th Grade,Section 2 State Qualifier Meet,52.13SR,NY
3583,7142720,2014-May-20,Triple Jump,m,11th Grade,Section II Gr.4 Sectional Championships,39' 0.5SR,NY
3584,7142720,2014-May-30,Triple Jump,m,11th Grade,Section 2 State Qualifier Meet,38' 1.75,NY
3585,4530988,2012-Apr-3,800 Meters,m,?,Lamar County Track Meet,2:11.16,GA
3586,4530988,2012-Apr-19,800 Meters,m,?,Region 4-AA Championships,2:23.59,GA
3587,4530988,2012-Apr-3,1600 Meters,m,?,Lamar County Track Meet,5:24.23,GA
3588,4530988,2012-Apr-19,1600 Meters,m,?,Region 4-AA Championships,5:20.25,GA
3589,2177261,2010-Apr-10,Javelin - 600g,f,?,Brookville Invitational,59' 9,PA
3590,10793983,2019-Apr-20,"100m Hurdles - 33""",f,Junior,Springfield College Classic,16.69 (-2.7),MA
3591,10793983,2019-Apr-20,"100m Hurdles - 33""",f,Junior,Springfield College Classic,16.01 (-1.7),MA
3592,10793983,2019-May-4,"100m Hurdles - 33""",f,Junior,New England DIII T&F Championships,15.90 (-.8,MA
3593,10793983,2019-Apr-20,High Jump,f,Junior,Springfield College Classic,NH,MA
3594,10793983,2019-May-4,High Jump,f,Junior,New England DIII T&F Championships,1.48mSR,MA
3595,10793983,1201-Dec-1,"60m Hurdles - 33""",f,Junior,Springfield College Opener,9.92,MA
3596,10793983,1201-Dec-1,"60m Hurdles - 33""",f,Junior,Springfield College Opener,10.04,MA
3597,10793983,1201-Jan-20,"60m Hurdles - 33""",f,Junior,Pioneer Invitational,9.66,MA
3598,10793983,1201-Jan-20,"60m Hurdles - 33""",f,Junior,Pioneer Invitational,9.65,MA
3599,10793983,1201-Jan-26,"60m Hurdles - 33""",f,Junior, Massasoit Classic,9.80,MA
3600,10793983,1201-Jan-26,"60m Hurdles - 33""",f,Junior, Massasoit Classic,9.78,MA
3601,10793983,1201-Feb-2,"60m Hurdles - 33""",f,Junior,Wesleyan Invitational,9.76,MA
3602,10793983,1201-Feb-2,"60m Hurdles - 33""",f,Junior,Wesleyan Invitational,9.64,MA
3603,10793983,1201-Feb-8,"60m Hurdles - 33""",f,Junior,Fastrack National Indoor Invite,9.63,MA
3604,10793983,1201-Feb-23,"60m Hurdles - 33""",f,Junior,DIII New England Women's Indoor Championship,9.47,MA
3605,10793983,1201-Feb-23,"60m Hurdles - 33""",f,Junior,DIII New England Women's Indoor Championship,9.55,MA
3606,10793983,1201-Dec-1,Shot Put - 4kg,f,Junior,Springfield College Opener,8.60m,MA
3607,10793983,1201-Dec-1,High Jump,f,Junior,Springfield College Opener,1.60m,MA
3608,10793983,1201-Jan-20,High Jump,f,Junior,Pioneer Invitational,1.55m,MA
3609,10793983,1201-Jan-26,High Jump,f,Junior, Massasoit Classic,1.55m,MA
3610,10793983,1201-Feb-2,High Jump,f,Junior,Wesleyan Invitational,1.55m,MA
3611,10793983,1201-Feb-23,High Jump,f,Junior,DIII New England Women's Indoor Championship,1.53m,MA
3612,10793983,1201-Dec-1,Long Jump,f,Junior,Springfield College Opener,4.45m,MA
3613,10793983,1201-Dec-2,"60m Hurdles - 33""",f,Sophomore,Springfield College Indoor Track & Field Meet #1,9.72SR,MA
3614,10793983,1201-Dec-2,"60m Hurdles - 33""",f,Sophomore,Springfield College Indoor Track & Field Meet #1,9.90,MA
3615,10793983,1201-Jan-13,"60m Hurdles - 33""",f,Sophomore,Tufts Indoor Invite #1,9.78,MA
3616,10793983,1201-Jan-13,"60m Hurdles - 33""",f,Sophomore,Tufts Indoor Invite #1,9.93,MA
3617,10793983,1201-Feb-17,"60m Hurdles - 33""",f,Sophomore,Women's DIII NE Track & Field Championships,10.00,MA
3618,10793983,1201-Dec-2,High Jump,f,Sophomore,Springfield College Indoor Track & Field Meet #1,1.59mSR,MA
3619,10793983,1201-Jan-13,High Jump,f,Sophomore,Tufts Indoor Invite #1,1.54m,MA
3620,10793983,1201-Feb-17,High Jump,f,Sophomore,Women's DIII NE Track & Field Championships,1.55m,MA
3621,10793983,2017-Apr-8,"100m Hurdles - 33""",f,Freshman,Smith Pioneer Invitational,18.25 (1.0),MA
3622,10793983,2017-Apr-14,"100m Hurdles - 33""",f,Freshman,"C.G.A., Springfield, WPI Tri Meet",17.24 (5.6),MA
3623,10793983,2017-Apr-22,"100m Hurdles - 33""",f,Freshman,Springfield College Classic,18.35 (1.5),MA
3624,10793983,2017-Apr-29,"100m Hurdles - 33""",f,Freshman,NEWMAC Track & Field Championships,17.20 (2.8)SR,MA
3625,10793983,2017-Apr-8,High Jump,f,Freshman,Smith Pioneer Invitational,1.43m,MA
3626,10793983,2017-Apr-14,High Jump,f,Freshman,"C.G.A., Springfield, WPI Tri Meet",1.48m,MA
3627,10793983,2017-Apr-22,High Jump,f,Freshman,Springfield College Classic,1.47m,MA
3628,10793983,2017-Apr-29,High Jump,f,Freshman,NEWMAC Track & Field Championships,1.48m,MA
3629,10793983,2017-Apr-29,Triple Jump,f,Freshman,NEWMAC Track & Field Championships,9.15m,MA
3630,10793983,1201-Dec-3,"60m Hurdles - 33""",f,Freshman,Springfield College Season Opener,10.71,MA
3631,10793983,1201-Dec-3,"60m Hurdles - 33""",f,Freshman,Springfield College Season Opener,10.48,MA
3632,10793983,1201-Jan-14,"60m Hurdles - 33""",f,Freshman,Pioneer Invitational #2,10.34SR,MA
3633,10793983,1201-Jan-14,"60m Hurdles - 33""",f,Freshman,Pioneer Invitational #2,10.59,MA
3634,10793983,1201-Jan-21,"60m Hurdles - 33""",f,Freshman,Springfield College Maroon & White Classic ,10.87,MA
3635,10793983,1201-Jan-28,"60m Hurdles - 33""",f,Freshman,Massasoit Invitational,10.89,MA
3636,10793983,1201-Jan-28,"60m Hurdles - 33""",f,Freshman,Massasoit Invitational,DNF,MA
3637,10793983,1201-Feb-4,"60m Hurdles - 33""",f,Freshman,Dartmouth Indoor Classic,10.61,MA
3638,10793983,1201-Dec-3,High Jump,f,Freshman,Springfield College Season Opener,1.52mSR,MA
3639,10793983,1201-Jan-14,High Jump,f,Freshman,Pioneer Invitational #2,1.45m,MA
3640,10793983,1201-Jan-21,High Jump,f,Freshman,Springfield College Maroon & White Classic ,1.52m,MA
3641,10793983,1201-Jan-28,High Jump,f,Freshman,Massasoit Invitational,1.47m,MA
3642,10793983,1201-Feb-4,High Jump,f,Freshman,Dartmouth Indoor Classic,1.50m,MA
3643,10793983,1201-Feb-11,High Jump,f,Freshman,Boston University David Hemery Valentine Invitational,NH,MA
3644,10793983,1201-Feb-18,High Jump,f,Freshman,DIII New England Women's Indoor Track & Field Championship,NH,MA
3645,10728039,2018-Feb-17,400 Meters,f,11th Grade,Brownsville ISD Sam's Relays,1:06.94,TX
3646,10728039,2018-Feb-24,400 Meters,f,11th Grade,Harlingen Relays,1:08.49,TX
3647,10728039,2018-Mar-9,400 Meters,f,11th Grade,Brownsville City Meet,1:05.03,TX
3648,10728039,2018-Mar-23,400 Meters,f,11th Grade,RGVCA Meet of Champions 5A(Boys & Girls) PRELIMS,DQ,TX
3649,10728039,2018-Mar-29,400 Meters,f,11th Grade,Raymondville Bearkat Relays,1:05.62,TX
3650,10728039,2018-Apr-7,400 Meters,f,11th Grade,"UIL 5A District 32 Finals (Th, Sa)",1:03.49,TX
3651,10728039,2018-Apr-7,400 Meters,f,11th Grade,"UIL 5A District 32 Finals (Th, Sa)",1:03.70,TX
3652,10728039,2018-Apr-19,400 Meters,f,11th Grade,UIL 5A Area 31/32 Track Meet,1:04.73,TX
3653,10728039,2017-Feb-10,400 Meters,f,12th Grade,Bobby Morrow Relays,1:06.31,TX
3654,10728039,2017-Mar-24,400 Meters,f,12th Grade,RGVCA Meet of Champions 5A(Boys & Girls) PRELIMS,1:06.09,TX
3655,10728039,2017-Apr-12,400 Meters,f,12th Grade,UIL 5A District 32 (Tu-Th),1:04.58,TX
3656,10728039,2017-Apr-12,400 Meters,f,12th Grade,UIL 5A District 32 (Tu-Th),1:03.67SR,TX
3657,10728039,2017-Apr-20,400 Meters,f,12th Grade,UIL 5A Area 31/32,1:03.95,TX
3658,2408341,2008-May-9,100 Meters,m,10th Grade,UCBAC Championships,12.84c,MD
3659,6441445,1201-Mar-6,High Jump,m,9th Grade,Monroe County Warmup,NH,IN
3660,6441445,1201-Mar-8,High Jump,m,9th Grade,Bloomington North HSR Qualifier,NH,IN
3661,6441445,1201-Mar-8,Long Jump,m,9th Grade,Bloomington North HSR Qualifier,17' 5.5,IN
3662,1966528,2011-Apr-2,Shot Put - 4kg,f,10th Grade,Omaha South Invite,31' 1,NE
3663,1966528,2011-Apr-8,Shot Put - 4kg,f,10th Grade,Millard South Invite,31' 10,NE
3664,1966528,2011-Apr-29,Shot Put - 4kg,f,10th Grade,Millard Public Schools JV Triangular,30' 7.5,NE
3665,1966528,2011-May-4,Shot Put - 4kg,f,10th Grade,Omaha Metro Conference Meet,34' 2,NE
3666,1966528,2011-May-11,Shot Put - 4kg,f,10th Grade,A-2 District Meet,34' 2,NE
3667,1966528,2011-Apr-2,Discus - 1kg,f,10th Grade,Omaha South Invite,63' 1,NE
3668,1966528,2011-Apr-5,Discus - 1kg,f,10th Grade,Blue vs. Lime Green intra squad,60' 10,NE
3669,1966528,2011-Apr-5,Triple Jump,f,10th Grade,Blue vs. Lime Green intra squad,31' 6.25,NE
3670,1966528,2011-Apr-8,Triple Jump,f,10th Grade,Millard South Invite,32' 8.25,NE
3671,1966528,2010-Apr-6,200 Meters,f,9th Grade,Westside vs Millard North JV Dual,29.24c,NE
3672,1966528,2010-Apr-9,200 Meters,f,9th Grade,Millard South Invite,29.05,NE
3673,1966528,2010-Apr-20,200 Meters,f,9th Grade,Larry Shepard 9th Invite,29.36,NE
3674,1966528,2010-Apr-30,200 Meters,f,9th Grade,Millard Public Schools Triangular,30.24c,NE
3675,1966528,2010-Mar-26,Shot Put - 4kg,f,9th Grade,JV Meet @ Millard North,27' 6,NE
3676,1966528,2010-Apr-6,Shot Put - 4kg,f,9th Grade,Westside vs Millard North JV Dual,27' 11,NE
3677,1966528,2010-Apr-20,Shot Put - 4kg,f,9th Grade,Larry Shepard 9th Invite,30' 7,NE
3678,1966528,2010-Apr-24,Shot Put - 4kg,f,9th Grade,Millard West Freshman Invite,29' 5,NE
3679,1966528,2010-Apr-30,Shot Put - 4kg,f,9th Grade,Millard Public Schools Triangular,30' 8.75SR,NE
3680,1966528,2010-Mar-26,Discus - 1kg,f,9th Grade,JV Meet @ Millard North,56' 10SR,NE
3681,1966528,2010-Mar-26,Long Jump,f,9th Grade,JV Meet @ Millard North,11' 9.5,NE
3682,1966528,2010-Apr-6,Long Jump,f,9th Grade,Westside vs Millard North JV Dual,12' 5,NE
3683,1966528,2010-Apr-24,Long Jump,f,9th Grade,Millard West Freshman Invite,13' 3,NE
3684,1966528,2010-Mar-26,Triple Jump,f,9th Grade,JV Meet @ Millard North,28' 5.5,NE
3685,1966528,2010-Apr-6,Triple Jump,f,9th Grade,Westside vs Millard North JV Dual,30' 0.5,NE
3686,1966528,2010-Apr-9,Triple Jump,f,9th Grade,Millard South Invite,30' 6.5SR,NE
3687,1966528,2010-Apr-16,Triple Jump,f,9th Grade,Fremont Invite,29' 3.75,NE
3688,1966528,2010-Apr-20,Triple Jump,f,9th Grade,Larry Shepard 9th Invite,30' 1,NE
3689,1966528,2010-Apr-24,Triple Jump,f,9th Grade,Millard West Freshman Invite,28' 11.25,NE
3690,1966528,2010-Apr-30,Triple Jump,f,9th Grade,Millard Public Schools Triangular,29' 9.5,NE
3691,4274951,2014-May-15,100 Meters,m,8th Grade,Illahee@Lakota,13.69,WA
3692,4274951,2014-May-19,100 Meters,m,8th Grade,Saghalie@Illahee,13.65,WA
3693,4274951,2014-May-19,400 Meters,m,8th Grade,Saghalie@Illahee,1:06.48,WA
3694,4274951,2014-May-15,"70m Hurdles - 33""",m,8th Grade,Illahee@Lakota,12.72,WA
3695,4274951,2014-Jun-4,"70m Hurdles - 33""",m,8th Grade,Illahee@Sequoyah,12.30,WA
3696,4274951,2014-Jun-10,"70m Hurdles - 33""",m,8th Grade,Federal Way District Prelims,11.99,WA
3697,4274951,2014-Jun-12,"70m Hurdles - 33""",m,8th Grade,Federal Way District Finals,11.99,WA
3698,4274951,2014-May-15,"200m Hurdles - 30""",m,8th Grade,Illahee@Lakota,32.03,WA
3699,4274951,2014-May-28,"200m Hurdles - 30""",m,8th Grade,Kilo@Illahee,32.68,WA
3700,4274951,2014-Jun-4,"200m Hurdles - 30""",m,8th Grade,Illahee@Sequoyah,32.12,WA
3701,4274951,2014-Jun-10,"200m Hurdles - 30""",m,8th Grade,Federal Way District Prelims,32.91,WA
3702,4274951,2014-Jun-12,"200m Hurdles - 30""",m,8th Grade,Federal Way District Finals,32.91,WA
3703,4274951,2013-Apr-26,100 Meters,m,7th Grade,Totem@Illahee,14.65SR,WA
3704,4274951,2013-May-2,200 Meters,m,7th Grade,Illahee @ Saghalie,30.93,WA
3705,4274951,2013-May-16,"70m Hurdles - 33""",m,7th Grade,Illahee @ Kilo,14.17,WA
3706,4274951,2013-May-22,"70m Hurdles - 33""",m,7th Grade,Lakota @ Illahee,14.12,WA
3707,4274951,2013-May-29,"70m Hurdles - 33""",m,7th Grade,Sequoyah @ Illahee,14.04c,WA
